Country Name,Country Code,Series Name,Years,Values
Greenland,GRL,Mobile cellular subscriptions (per 100 people),1987,0
Grenada,GRD,Mobile cellular subscriptions (per 100 people),1987,0
Guam,GUM,Mobile cellular subscriptions (per 100 people),1987,0
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),1987,0
Guatemala,GTM,Electric power consumption (kWh per capita),1987,171.880019068316
Guinea,GIN,Mobile cellular subscriptions (per 100 people),1987,0
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),1987,0
Guyana,GUY,Mobile cellular subscriptions (per 100 people),1987,0
Haiti,HTI,Mobile cellular subscriptions (per 100 people),1987,0
Haiti,HTI,Electric power consumption (kWh per capita),1987,54.3046269248857
Honduras,HND,Mobile cellular subscriptions (per 100 people),1987,0
Honduras,HND,Electric power consumption (kWh per capita),1987,323.79924446843
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),1987,0.502999624
"Hong Kong SAR, China",HKG,Electric power consumption (kWh per capita),1987,3845.35435892841
Hungary,HUN,Mobile cellular subscriptions (per 100 people),1987,0
Hungary,HUN,Electric power consumption (kWh per capita),1987,3424.65721155355
Iceland,ISL,Mobile cellular subscriptions (per 100 people),1987,2.035507576
Iceland,ISL,Electric power consumption (kWh per capita),1987,15268.9142964057
India,IND,Mobile cellular subscriptions (per 100 people),1987,0
India,IND,Electric power consumption (kWh per capita),1987,223.147511654482
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),1987,0.003666018
Indonesia,IDN,Electric power consumption (kWh per capita),1987,103.26713635943
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions (per 100 people),1987,0
"Iran, Islamic Rep.",IRN,Electric power consumption (kWh per capita),1987,775.399316020051
Iraq,IRQ,Mobile cellular subscriptions (per 100 people),1987,0
Iraq,IRQ,Electric power consumption (kWh per capita),1987,1291.20130325865
Ireland,IRL,Mobile cellular subscriptions (per 100 people),1987,0.098898597
Ireland,IRL,Electric power consumption (kWh per capita),1987,3414.63428413723
Israel,ISR,Electric power consumption (kWh per capita),1987,3756.46601052873
Italy,ITA,Mobile cellular subscriptions (per 100 people),1987,0.02918905
Italy,ITA,Electric power consumption (kWh per capita),1987,3662.66656167614
Jamaica,JAM,Mobile cellular subscriptions (per 100 people),1987,0
Jamaica,JAM,Electric power consumption (kWh per capita),1987,655.417409036691
Japan,JPN,Mobile cellular subscriptions (per 100 people),1987,0.123312648
Japan,JPN,Electric power consumption (kWh per capita),1987,5640.9653556595
Jordan,JOR,Mobile cellular subscriptions (per 100 people),1987,0
Jordan,JOR,Electric power consumption (kWh per capita),1987,877.073821856561
Kazakhstan,KAZ,Mobile cellular subscriptions (per 100 people),1987,0
Kenya,KEN,Mobile cellular subscriptions (per 100 people),1987,0
Kenya,KEN,Electric power consumption (kWh per capita),1987,128.297811574024
Kiribati,KIR,Mobile cellular subscriptions (per 100 people),1987,0
"Korea, Dem. People's Rep.",PRK,Mobile cellular subscriptions (per 100 people),1987,0
"Korea, Dem. People's Rep.",PRK,Electric power consumption (kWh per capita),1987,1163.05064323382
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),1987,0.024183325
"Korea, Rep.",KOR,Electric power consumption (kWh per capita),1987,1674.24724945095
Kuwait,KWT,Mobile cellular subscriptions (per 100 people),1987,0.698079598
Kuwait,KWT,Electric power consumption (kWh per capita),1987,8155.89329535303
Kyrgyz Republic,KGZ,Mobile cellular subscriptions (per 100 people),1987,0
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),1987,0
Latvia,LVA,Mobile cellular subscriptions (per 100 people),1987,0
Lebanon,LBN,Mobile cellular subscriptions (per 100 people),1987,0
Lebanon,LBN,Electric power consumption (kWh per capita),1987,1233.47575212927
Lesotho,LSO,Mobile cellular subscriptions (per 100 people),1987,0
Liberia,LBR,Mobile cellular subscriptions (per 100 people),1987,0
Libya,LBY,Mobile cellular subscriptions (per 100 people),1987,0
Libya,LBY,Electric power consumption (kWh per capita),1987,1422.36591707127
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),1987,0
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),1987,0.101207473
Luxembourg,LUX,Electric power consumption (kWh per capita),1987,12275.1180040459
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),1987,0
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),1987,0
Malawi,MWI,Mobile cellular subscriptions (per 100 people),1987,0
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),1987,0.108594076
Malaysia,MYS,Electric power consumption (kWh per capita),1987,938.087283710488
Maldives,MDV,Mobile cellular subscriptions (per 100 people),1987,0
Mali,MLI,Mobile cellular subscriptions (per 100 people),1987,0
Malta,MLT,Mobile cellular subscriptions (per 100 people),1987,0
Malta,MLT,Electric power consumption (kWh per capita),1987,2487.77160108568
Marshall Islands,MHL,Mobile cellular subscriptions (per 100 people),1987,0
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),1987,0
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),1987,0
Mauritius,MUS,Electric power consumption (kWh per capita),1987,388.000177592121
Mexico,MEX,Mobile cellular subscriptions (per 100 people),1987,0
Mexico,MEX,Electric power consumption (kWh per capita),1987,1157.03704782535
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),1987,0
Moldova,MDA,Mobile cellular subscriptions (per 100 people),1987,0
Monaco,MCO,Mobile cellular subscriptions (per 100 people),1987,0
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),1987,0
Mongolia,MNG,Electric power consumption (kWh per capita),1987,1567.62902906862
Morocco,MAR,Mobile cellular subscriptions (per 100 people),1987,0.000255894
Morocco,MAR,Electric power consumption (kWh per capita),1987,316.512359120119
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),1987,0
Mozambique,MOZ,Electric power consumption (kWh per capita),1987,42.1912168336872
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),1987,0
Myanmar,MMR,Electric power consumption (kWh per capita),1987,43.8485674317491
Namibia,NAM,Mobile cellular subscriptions (per 100 people),1987,0
Nauru,NRU,Mobile cellular subscriptions (per 100 people),1987,0
Nepal,NPL,Mobile cellular subscriptions (per 100 people),1987,0
Nepal,NPL,Electric power consumption (kWh per capita),1987,27.0129511484751
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),1987,0.164902921
Netherlands,NLD,Electric power consumption (kWh per capita),1987,4722.93387326605
New Caledonia,NCL,Mobile cellular subscriptions (per 100 people),1987,0
New Zealand,NZL,Mobile cellular subscriptions (per 100 people),1987,0.072739396
New Zealand,NZL,Electric power consumption (kWh per capita),1987,7901.29489372099
Nicaragua,NIC,Mobile cellular subscriptions (per 100 people),1987,0
Nicaragua,NIC,Electric power consumption (kWh per capita),1987,297.51447903798
Niger,NER,Mobile cellular subscriptions (per 100 people),1987,0
Nigeria,NGA,Mobile cellular subscriptions (per 100 people),1987,0
Nigeria,NGA,Electric power consumption (kWh per capita),1987,87.7648107554944
North Macedonia,MKD,Mobile cellular subscriptions (per 100 people),1987,0
Northern Mariana Islands,MNP,Mobile cellular subscriptions (per 100 people),1987,0
Norway,NOR,Mobile cellular subscriptions (per 100 people),1987,2.866681825
Norway,NOR,Electric power consumption (kWh per capita),1987,22800.1351833873
Oman,OMN,Mobile cellular subscriptions (per 100 people),1987,0.071549261
Oman,OMN,Electric power consumption (kWh per capita),1987,1990.01196538832
Pakistan,PAK,Mobile cellular subscriptions (per 100 people),1987,0
Pakistan,PAK,Electric power consumption (kWh per capita),1987,213.581726071553
Panama,PAN,Mobile cellular subscriptions (per 100 people),1987,0
Panama,PAN,Electric power consumption (kWh per capita),1987,970.038705977923
Papua New Guinea,PNG,Mobile cellular subscriptions (per 100 people),1987,0
Paraguay,PRY,Mobile cellular subscriptions (per 100 people),1987,0
Paraguay,PRY,Electric power consumption (kWh per capita),1987,402.973009422354
Peru,PER,Mobile cellular subscriptions (per 100 people),1987,0
Peru,PER,Electric power consumption (kWh per capita),1987,590.312462346324
Philippines,PHL,Mobile cellular subscriptions (per 100 people),1987,0
Philippines,PHL,Electric power consumption (kWh per capita),1987,314.731569598526
Poland,POL,Mobile cellular subscriptions (per 100 people),1987,0
Poland,POL,Electric power consumption (kWh per capita),1987,3519.95968997064
Portugal,PRT,Mobile cellular subscriptions (per 100 people),1987,0
Portugal,PRT,Electric power consumption (kWh per capita),1987,2057.72045968751
Puerto Rico (US),PRI,Mobile cellular subscriptions (per 100 people),1987,0.113145013
Qatar,QAT,Electric power consumption (kWh per capita),1987,10455.7877104822
Romania,ROU,Mobile cellular subscriptions (per 100 people),1987,0
Romania,ROU,Electric power consumption (kWh per capita),1987,3275.68048531053
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),1987,0
Rwanda,RWA,Mobile cellular subscriptions (per 100 people),1987,0
Samoa,WSM,Mobile cellular subscriptions (per 100 people),1987,0
Sao Tome and Principe,STP,Mobile cellular subscriptions (per 100 people),1987,0
Saudi Arabia,SAU,Electric power consumption (kWh per capita),1987,5785.09065634312
Senegal,SEN,Mobile cellular subscriptions (per 100 people),1987,0
Senegal,SEN,Electric power consumption (kWh per capita),1987,100.402031764322
Seychelles,SYC,Mobile cellular subscriptions (per 100 people),1987,0
Sierra Leone,SLE,Mobile cellular subscriptions (per 100 people),1987,0
Singapore,SGP,Electric power consumption (kWh per capita),1987,4088.59916916205
Slovak Republic,SVK,Mobile cellular subscriptions (per 100 people),1987,0
Slovak Republic,SVK,Electric power consumption (kWh per capita),1987,5085.16439331858
Slovenia,SVN,Mobile cellular subscriptions (per 100 people),1987,0
Solomon Islands,SLB,Mobile cellular subscriptions (per 100 people),1987,0
Somalia,SOM,Mobile cellular subscriptions (per 100 people),1987,0
South Africa,ZAF,Mobile cellular subscriptions (per 100 people),1987,0
South Africa,ZAF,Electric power consumption (kWh per capita),1987,3836.36797647979
Spain,ESP,Mobile cellular subscriptions (per 100 people),1987,0.010854247
Spain,ESP,Electric power consumption (kWh per capita),1987,3094.08226457849
Sri Lanka,LKA,Mobile cellular subscriptions (per 100 people),1987,0
Sri Lanka,LKA,Electric power consumption (kWh per capita),1987,143.561027195799
St. Kitts and Nevis,KNA,Mobile cellular subscriptions (per 100 people),1987,0
St. Lucia,LCA,Mobile cellular subscriptions (per 100 people),1987,0
St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions (per 100 people),1987,0
Sudan,SDN,Mobile cellular subscriptions (per 100 people),1987,0
Sudan,SDN,Electric power consumption (kWh per capita),1987,59.9857888739788
Suriname,SUR,Mobile cellular subscriptions (per 100 people),1987,0
Sweden,SWE,Mobile cellular subscriptions (per 100 people),1987,2.050250332
Sweden,SWE,Electric power consumption (kWh per capita),1987,15746.2593792377
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),1987,0.083658647
Switzerland,CHE,Electric power consumption (kWh per capita),1987,7163.21477452008
Syrian Arab Republic,SYR,Mobile cellular subscriptions (per 100 people),1987,0
Syrian Arab Republic,SYR,Electric power consumption (kWh per capita),1987,589.081162459348
Tajikistan,TJK,Mobile cellular subscriptions (per 100 people),1987,0
Tanzania,TZA,Mobile cellular subscriptions (per 100 people),1987,0
Tanzania,TZA,Electric power consumption (kWh per capita),1987,39.3668380913525
Thailand,THA,Mobile cellular subscriptions (per 100 people),1987,0.011208254
Thailand,THA,Electric power consumption (kWh per capita),1987,500.920755143079
Togo,TGO,Mobile cellular subscriptions (per 100 people),1987,0
Togo,TGO,Electric power consumption (kWh per capita),1987,76.8282666777489
Tonga,TON,Mobile cellular subscriptions (per 100 people),1987,0
Trinidad and Tobago,TTO,Mobile cellular subscriptions (per 100 people),1987,0
Trinidad and Tobago,TTO,Electric power consumption (kWh per capita),1987,2859.45699067822
Tunisia,TUN,Mobile cellular subscriptions (per 100 people),1987,0.002844697
Tunisia,TUN,Electric power consumption (kWh per capita),1987,546.47074507313
Turkiye,TUR,Mobile cellular subscriptions (per 100 people),1987,0.009953141
Turkiye,TUR,Electric power consumption (kWh per capita),1987,745.727917837652
Turkmenistan,TKM,Mobile cellular subscriptions (per 100 people),1987,0
Turks and Caicos Islands,TCA,Mobile cellular subscriptions (per 100 people),1987,0
Tuvalu,TUV,Mobile cellular subscriptions (per 100 people),1987,0
Uganda,UGA,Mobile cellular subscriptions (per 100 people),1987,0
Ukraine,UKR,Mobile cellular subscriptions (per 100 people),1987,0
United Arab Emirates,ARE,Mobile cellular subscriptions (per 100 people),1987,0.870037547
United Arab Emirates,ARE,Electric power consumption (kWh per capita),1987,8067.99962394648
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),1987,0.510326887
United Kingdom,GBR,Electric power consumption (kWh per capita),1987,5082.43980630981
United States,USA,Mobile cellular subscriptions (per 100 people),1987,0.513170208
United States,USA,Electric power consumption (kWh per capita),1987,10886.8582560496
Uruguay,URY,Mobile cellular subscriptions (per 100 people),1987,0
Uruguay,URY,Electric power consumption (kWh per capita),1987,1159.38379538188
Uzbekistan,UZB,Mobile cellular subscriptions (per 100 people),1987,0
Vanuatu,VUT,Mobile cellular subscriptions (per 100 people),1987,0
"Venezuela, RB",VEN,Mobile cellular subscriptions (per 100 people),1987,0
"Venezuela, RB",VEN,Electric power consumption (kWh per capita),1987,2428.3821609209
Viet Nam,VNM,Mobile cellular subscriptions (per 100 people),1987,0
Viet Nam,VNM,Electric power consumption (kWh per capita),1987,80.3609327915165
Virgin Islands (U.S.),VIR,Mobile cellular subscriptions (per 100 people),1987,0
"Yemen, Rep.",YEM,Mobile cellular subscriptions (per 100 people),1987,0
"Yemen, Rep.",YEM,Electric power consumption (kWh per capita),1987,84.1558129111994
Zambia,ZMB,Mobile cellular subscriptions (per 100 people),1987,0
Zambia,ZMB,Electric power consumption (kWh per capita),1987,906.236189875463
Zimbabwe,ZWE,Mobile cellular subscriptions (per 100 people),1987,0
Zimbabwe,ZWE,Electric power consumption (kWh per capita),1987,901.811636504318
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),1988,0
Albania,ALB,Mobile cellular subscriptions (per 100 people),1988,0
Albania,ALB,Electric power consumption (kWh per capita),1988,1005.93953033667
Algeria,DZA,Mobile cellular subscriptions (per 100 people),1988,0
Algeria,DZA,Electric power consumption (kWh per capita),1988,488.56187029066
Andorra,AND,Mobile cellular subscriptions (per 100 people),1988,0
Angola,AGO,Mobile cellular subscriptions (per 100 people),1988,0
Angola,AGO,Electric power consumption (kWh per capita),1988,56.2548227462094
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),1988,0
Argentina,ARG,Mobile cellular subscriptions (per 100 people),1988,0
Argentina,ARG,Electric power consumption (kWh per capita),1988,1447.20673650145
Armenia,ARM,Mobile cellular subscriptions (per 100 people),1988,0
Aruba,ABW,Mobile cellular subscriptions (per 100 people),1988,0
Australia,AUS,Mobile cellular subscriptions (per 100 people),1988,0.191348092
Australia,AUS,Electric power consumption (kWh per capita),1988,7800.55170030977
Austria,AUT,Mobile cellular subscriptions (per 100 people),1988,0.486618775
Austria,AUT,Electric power consumption (kWh per capita),1988,5716.83424700642
Azerbaijan,AZE,Mobile cellular subscriptions (per 100 people),1988,0
"Bahamas, The",BHS,Mobile cellular subscriptions (per 100 people),1988,0
Bahrain,BHR,Mobile cellular subscriptions (per 100 people),1988,0.597100154
Bahrain,BHR,Electric power consumption (kWh per capita),1988,14891.7860766905
Bangladesh,BGD,Mobile cellular subscriptions (per 100 people),1988,0
Bangladesh,BGD,Electric power consumption (kWh per capita),1988,38.9307536986454
Barbados,BRB,Mobile cellular subscriptions (per 100 people),1988,0
Belarus,BLR,Mobile cellular subscriptions (per 100 people),1988,0
Belgium,BEL,Mobile cellular subscriptions (per 100 people),1988,0.193123711
Belgium,BEL,Electric power consumption (kWh per capita),1988,6057.0627320822
Belize,BLZ,Mobile cellular subscriptions (per 100 people),1988,0
Benin,BEN,Mobile cellular subscriptions (per 100 people),1988,0
Benin,BEN,Electric power consumption (kWh per capita),1988,34.0222263782575
Bhutan,BTN,Mobile cellular subscriptions (per 100 people),1988,0
Bolivia,BOL,Mobile cellular subscriptions (per 100 people),1988,0
Bolivia,BOL,Electric power consumption (kWh per capita),1988,236.558862925769
Bosnia and Herzegovina,BIH,Mobile cellular subscriptions (per 100 people),1988,0
Botswana,BWA,Mobile cellular subscriptions (per 100 people),1988,0
Botswana,BWA,Electric power consumption (kWh per capita),1988,698.516199424351
Brazil,BRA,Mobile cellular subscriptions (per 100 people),1988,0
Brazil,BRA,Electric power consumption (kWh per capita),1988,1417.66783399791
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),1988,0
Brunei Darussalam,BRN,Electric power consumption (kWh per capita),1988,4345.96721638102
Bulgaria,BGR,Mobile cellular subscriptions (per 100 people),1988,0
Bulgaria,BGR,Electric power consumption (kWh per capita),1988,4940.51848666685
Burkina Faso,BFA,Mobile cellular subscriptions (per 100 people),1988,0
Burundi,BDI,Mobile cellular subscriptions (per 100 people),1988,0
Cabo Verde,CPV,Mobile cellular subscriptions (per 100 people),1988,0
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),1988,0
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),1988,0
Cameroon,CMR,Electric power consumption (kWh per capita),1988,217.408231826244
Canada,CAN,Mobile cellular subscriptions (per 100 people),1988,0.75566853
Canada,CAN,Electric power consumption (kWh per capita),1988,16389.3381047529
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),1988,0
Chad,TCD,Mobile cellular subscriptions (per 100 people),1988,0
Chile,CHL,Mobile cellular subscriptions (per 100 people),1988,0
Chile,CHL,Electric power consumption (kWh per capita),1988,1108.43372752516
China,CHN,Mobile cellular subscriptions (per 100 people),1988,0.000289186
China,CHN,Electric power consumption (kWh per capita),1988,461.797518222997
Colombia,COL,Mobile cellular subscriptions (per 100 people),1988,0
Colombia,COL,Electric power consumption (kWh per capita),1988,822.504626006295
Comoros,COM,Mobile cellular subscriptions (per 100 people),1988,0
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),1988,0
"Congo, Dem. Rep.",COD,Electric power consumption (kWh per capita),1988,137.656229495533
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),1988,0
"Congo, Rep.",COG,Electric power consumption (kWh per capita),1988,166.840700054679
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),1988,0
Costa Rica,CRI,Electric power consumption (kWh per capita),1988,1139.78524330187
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),1988,0
Cote d'Ivoire,CIV,Electric power consumption (kWh per capita),1988,172.147890381261
Croatia,HRV,Mobile cellular subscriptions (per 100 people),1988,0
Cuba,CUB,Mobile cellular subscriptions (per 100 people),1988,0
Cuba,CUB,Electric power consumption (kWh per capita),1988,1143.53249937575
Curacao,CUW,Electric power consumption (kWh per capita),1988,3939.59290873276
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),1988,0.030037547
Cyprus,CYP,Electric power consumption (kWh per capita),1988,2009.82727231202
Czechia,CZE,Mobile cellular subscriptions (per 100 people),1988,0
Czechia,CZE,Electric power consumption (kWh per capita),1988,5504.92328741407
Denmark,DNK,Mobile cellular subscriptions (per 100 people),1988,1.979650444
Denmark,DNK,Electric power consumption (kWh per capita),1988,5858.05756332566
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),1988,0
Dominica,DMA,Mobile cellular subscriptions (per 100 people),1988,0
Dominican Republic,DOM,Electric power consumption (kWh per capita),1988,381.724261763948
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),1988,0
Ecuador,ECU,Electric power consumption (kWh per capita),1988,440.324097715189
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),1988,0.005563695
"Egypt, Arab Rep.",EGY,Electric power consumption (kWh per capita),1988,614.521200845529
El Salvador,SLV,Mobile cellular subscriptions (per 100 people),1988,0
El Salvador,SLV,Electric power consumption (kWh per capita),1988,324.683260605181
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),1988,0
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),1988,0
Estonia,EST,Mobile cellular subscriptions (per 100 people),1988,0
Eswatini,SWZ,Mobile cellular subscriptions (per 100 people),1988,0
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),1988,0
Ethiopia,ETH,Electric power consumption (kWh per capita),1988,19.569283246689
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),1988,0
Fiji,FJI,Mobile cellular subscriptions (per 100 people),1988,0
Finland,FIN,Mobile cellular subscriptions (per 100 people),1988,2.793051012
Finland,FIN,Electric power consumption (kWh per capita),1988,11778.2722707315
France,FRA,Mobile cellular subscriptions (per 100 people),1988,0.175870865
France,FRA,Electric power consumption (kWh per capita),1988,5740.94468877891
French Polynesia,PYF,Mobile cellular subscriptions (per 100 people),1988,0
Gabon,GAB,Mobile cellular subscriptions (per 100 people),1988,0
Gabon,GAB,Electric power consumption (kWh per capita),1988,963.459431591158
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),1988,0
Georgia,GEO,Mobile cellular subscriptions (per 100 people),1988,0
Germany,DEU,Mobile cellular subscriptions (per 100 people),1988,0.125848762
Germany,DEU,Electric power consumption (kWh per capita),1988,6776.30791187298
Ghana,GHA,Mobile cellular subscriptions (per 100 people),1988,0
Ghana,GHA,Electric power consumption (kWh per capita),1988,288.728887810312
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),1988,0
Gibraltar,GIB,Electric power consumption (kWh per capita),1988,2370.77481231366
Greece,GRC,Mobile cellular subscriptions (per 100 people),1988,0
Greece,GRC,Electric power consumption (kWh per capita),1988,3097.54435172402
Greenland,GRL,Mobile cellular subscriptions (per 100 people),1988,0
Grenada,GRD,Mobile cellular subscriptions (per 100 people),1988,0
Guam,GUM,Mobile cellular subscriptions (per 100 people),1988,0
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),1988,0
Guatemala,GTM,Electric power consumption (kWh per capita),1988,168.774412955124
Guinea,GIN,Mobile cellular subscriptions (per 100 people),1988,0
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),1988,0
Guyana,GUY,Mobile cellular subscriptions (per 100 people),1988,0
Haiti,HTI,Mobile cellular subscriptions (per 100 people),1988,0
Haiti,HTI,Electric power consumption (kWh per capita),1988,55.7908042464859
Honduras,HND,Mobile cellular subscriptions (per 100 people),1988,0
Honduras,HND,Electric power consumption (kWh per capita),1988,335.622006352602
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),1988,0.905108994
"Hong Kong SAR, China",HKG,Electric power consumption (kWh per capita),1988,4072.07335276139
Hungary,HUN,Mobile cellular subscriptions (per 100 people),1988,0
Hungary,HUN,Electric power consumption (kWh per capita),1988,3426.22984390959
Iceland,ISL,Mobile cellular subscriptions (per 100 people),1988,2.608466011
Iceland,ISL,Electric power consumption (kWh per capita),1988,16353.0071274125
India,IND,Mobile cellular subscriptions (per 100 people),1988,0
India,IND,Electric power consumption (kWh per capita),1988,242.96332044827
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),1988,0.005127077
Indonesia,IDN,Electric power consumption (kWh per capita),1988,118.266332943306
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions (per 100 people),1988,0
"Iran, Islamic Rep.",IRN,Electric power consumption (kWh per capita),1988,773.087294404011
Iraq,IRQ,Mobile cellular subscriptions (per 100 people),1988,0
Iraq,IRQ,Electric power consumption (kWh per capita),1988,1315.88137527523
Ireland,IRL,Mobile cellular subscriptions (per 100 people),1988,0.180101371
Ireland,IRL,Electric power consumption (kWh per capita),1988,3427.28362878442
Israel,ISR,Electric power consumption (kWh per capita),1988,4026.11436289959
Italy,ITA,Mobile cellular subscriptions (per 100 people),1988,0.059305582
Italy,ITA,Electric power consumption (kWh per capita),1988,3825.91778303835
Jamaica,JAM,Mobile cellular subscriptions (per 100 people),1988,0
Jamaica,JAM,Electric power consumption (kWh per capita),1988,625.37913876724
Japan,JPN,Mobile cellular subscriptions (per 100 people),1988,0.197794266
Japan,JPN,Electric power consumption (kWh per capita),1988,5906.47587658471
Jordan,JOR,Mobile cellular subscriptions (per 100 people),1988,0
Jordan,JOR,Electric power consumption (kWh per capita),1988,870.643922607898
Kazakhstan,KAZ,Mobile cellular subscriptions (per 100 people),1988,0
Kenya,KEN,Mobile cellular subscriptions (per 100 people),1988,0
Kenya,KEN,Electric power consumption (kWh per capita),1988,121.510272956088
Kiribati,KIR,Mobile cellular subscriptions (per 100 people),1988,0
"Korea, Dem. People's Rep.",PRK,Mobile cellular subscriptions (per 100 people),1988,0
"Korea, Dem. People's Rep.",PRK,Electric power consumption (kWh per capita),1988,1232.39533650445
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),1988,0.04734527
"Korea, Rep.",KOR,Electric power consumption (kWh per capita),1988,1920.52355715261
Kuwait,KWT,Mobile cellular subscriptions (per 100 people),1988,0.821923084
Kuwait,KWT,Electric power consumption (kWh per capita),1988,8510.76986209349
Kyrgyz Republic,KGZ,Mobile cellular subscriptions (per 100 people),1988,0
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),1988,0
Latvia,LVA,Mobile cellular subscriptions (per 100 people),1988,0
Lebanon,LBN,Mobile cellular subscriptions (per 100 people),1988,0
Lebanon,LBN,Electric power consumption (kWh per capita),1988,1042.07402836004
Lesotho,LSO,Mobile cellular subscriptions (per 100 people),1988,0
Liberia,LBR,Mobile cellular subscriptions (per 100 people),1988,0
Libya,LBY,Mobile cellular subscriptions (per 100 people),1988,0
Libya,LBY,Electric power consumption (kWh per capita),1988,1528.16762649091
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),1988,0
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),1988,0.145140213
Luxembourg,LUX,Electric power consumption (kWh per capita),1988,13423.4837327621
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),1988,0
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),1988,0
Malawi,MWI,Mobile cellular subscriptions (per 100 people),1988,0
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),1988,0.165220178
Malaysia,MYS,Electric power consumption (kWh per capita),1988,1010.5613604654
Maldives,MDV,Mobile cellular subscriptions (per 100 people),1988,0
Mali,MLI,Mobile cellular subscriptions (per 100 people),1988,0
Malta,MLT,Mobile cellular subscriptions (per 100 people),1988,0
Malta,MLT,Electric power consumption (kWh per capita),1988,2692.00316706255
Marshall Islands,MHL,Mobile cellular subscriptions (per 100 people),1988,0
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),1988,0
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),1988,0
Mauritius,MUS,Electric power consumption (kWh per capita),1988,436.141670317156
Mexico,MEX,Mobile cellular subscriptions (per 100 people),1988,0.001901333
Mexico,MEX,Electric power consumption (kWh per capita),1988,1192.23749196175
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),1988,0
Moldova,MDA,Mobile cellular subscriptions (per 100 people),1988,0
Monaco,MCO,Mobile cellular subscriptions (per 100 people),1988,0
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),1988,0
Mongolia,MNG,Electric power consumption (kWh per capita),1988,1609.09531373265
Morocco,MAR,Mobile cellular subscriptions (per 100 people),1988,0.000439265
Morocco,MAR,Electric power consumption (kWh per capita),1988,346.758225476164
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),1988,0
Mozambique,MOZ,Electric power consumption (kWh per capita),1988,34.4516231245544
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),1988,0
Myanmar,MMR,Electric power consumption (kWh per capita),1988,38.9368887436304
Namibia,NAM,Mobile cellular subscriptions (per 100 people),1988,0
Nauru,NRU,Mobile cellular subscriptions (per 100 people),1988,0
